log,lat,long,z,,
4A,41.202454,48.268674,1656,,
7A,41.097369,48.628445,1532,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
